lane,slice_type,condition,difficulty,failure_mode,count,denominator,rate_percent
codex,condition,haiku/local,*,reviewer_source_call_inaccurate,33,150,22.0
codex,condition,haiku/local,*,low_source_alignment,33,150,22.0
codex,condition,haiku/local,*,low_distractor_quality,76,150,50.667
codex,condition,haiku/local,*,low_stem_clarity,20,150,13.333
codex,condition,haiku/local,*,difficulty_mismatch,141,150,94.0
codex,condition,haiku/local,*,disagrees_with_reviewer,53,150,35.333
codex,condition,local/haiku,*,non_accept,51,150,34.0
codex,condition,local/haiku,*,reject,8,150,5.333
codex,condition,local/haiku,*,revise,43,150,28.667
codex,condition,local/haiku,*,ambiguity_flagged,39,150,26.0
codex,condition,local/haiku,*,chunks_not_supportive,11,150,7.333
codex,condition,local/haiku,*,answer_not_verifiable,35,150,23.333
codex,condition,local/haiku,*,distractors_not_clear,58,150,38.667
codex,condition,local/haiku,*,reviewer_source_call_inaccurate,71,150,47.333
codex,condition,local/haiku,*,low_source_alignment,28,150,18.667
codex,condition,local/haiku,*,low_distractor_quality,60,150,40.0
codex,condition,local/haiku,*,low_stem_clarity,30,150,20.0
codex,condition,local/haiku,*,difficulty_mismatch,49,150,32.667
codex,condition,local/haiku,*,disagrees_with_reviewer,76,150,50.667
codex,condition,local/local,*,non_accept,58,150,38.667
codex,condition,local/local,*,reject,15,150,10.0
codex,condition,local/local,*,revise,43,150,28.667
codex,condition,local/local,*,ambiguity_flagged,58,150,38.667
codex,condition,local/local,*,chunks_not_supportive,28,150,18.667
codex,condition,local/local,*,answer_not_verifiable,49,150,32.667
codex,condition,local/local,*,distractors_not_clear,57,150,38.0
codex,condition,local/local,*,reviewer_source_call_inaccurate,66,150,44.0
codex,condition,local/local,*,low_source_alignment,36,150,24.0
codex,condition,local/local,*,low_distractor_quality,76,150,50.667
codex,condition,local/local,*,low_stem_clarity,24,150,16.0
codex,condition,local/local,*,difficulty_mismatch,38,150,25.333
codex,condition,local/local,*,disagrees_with_reviewer,64,150,42.667
codex,difficulty,*,,non_accept,3,3,100.0
codex,difficulty,*,,reject,2,3,66.667
codex,difficulty,*,,revise,1,3,33.333
codex,difficulty,*,,ambiguity_flagged,3,3,100.0
codex,difficulty,*,,chunks_not_supportive,1,3,33.333
codex,difficulty,*,,answer_not_verifiable,3,3,100.0
codex,difficulty,*,,distractors_not_clear,3,3,100.0
codex,difficulty,*,,reviewer_source_call_inaccurate,1,3,33.333
codex,difficulty,*,,low_source_alignment,3,3,100.0
codex,difficulty,*,,low_distractor_quality,3,3,100.0
codex,difficulty,*,,low_stem_clarity,3,3,100.0
codex,difficulty,*,,difficulty_mismatch,3,3,100.0
codex,difficulty,*,,disagrees_with_reviewer,2,3,66.667
codex,difficulty,*,easy,non_accept,60,400,15.0
codex,difficulty,*,easy,reject,25,400,6.25
codex,difficulty,*,easy,revise,35,400,8.75
codex,difficulty,*,easy,ambiguity_flagged,54,400,13.5
codex,difficulty,*,easy,chunks_not_supportive,27,400,6.75
codex,difficulty,*,easy,answer_not_verifiable,49,400,12.25
codex,difficulty,*,easy,distractors_not_clear,70,400,17.5
codex,difficulty,*,easy,reviewer_source_call_inaccurate,83,400,20.75
codex,difficulty,*,easy,low_source_alignment,41,400,10.25
codex,difficulty,*,easy,low_distractor_quality,89,400,22.25
codex,difficulty,*,easy,low_stem_clarity,40,400,10.0
codex,difficulty,*,easy,difficulty_mismatch,115,400,28.75
codex,difficulty,*,easy,disagrees_with_reviewer,90,400,22.5
codex,difficulty,*,hard,non_accept,121,398,30.402
codex,difficulty,*,hard,reject,44,398,11.055
codex,difficulty,*,hard,revise,77,398,19.347
codex,difficulty,*,hard,ambiguity_flagged,115,398,28.894
codex,difficulty,*,hard,chunks_not_supportive,62,398,15.578
codex,difficulty,*,hard,answer_not_verifiable,107,398,26.884
codex,difficulty,*,hard,distractors_not_clear,152,398,38.191
codex,difficulty,*,hard,reviewer_source_call_inaccurate,93,398,23.367
codex,difficulty,*,hard,low_source_alignment,91,398,22.864
codex,difficulty,*,hard,low_distractor_quality,143,398,35.93
codex,difficulty,*,hard,low_stem_clarity,70,398,17.588
codex,difficulty,*,hard,difficulty_mismatch,336,398,84.422
codex,difficulty,*,hard,disagrees_with_reviewer,103,398,25.879
codex,difficulty,*,medium,non_accept,64,399,16.04
codex,difficulty,*,medium,reject,4,399,1.003
codex,difficulty,*,medium,revise,60,399,15.038
codex,difficulty,*,medium,ambiguity_flagged,47,399,11.779
codex,difficulty,*,medium,chunks_not_supportive,18,399,4.511
codex,difficulty,*,medium,answer_not_verifiable,46,399,11.529
codex,difficulty,*,medium,distractors_not_clear,78,399,19.549
codex,difficulty,*,medium,reviewer_source_call_inaccurate,67,399,16.792
codex,difficulty,*,medium,low_source_alignment,38,399,9.524
codex,difficulty,*,medium,low_distractor_quality,82,399,20.551
codex,difficulty,*,medium,low_stem_clarity,17,399,4.261
codex,difficulty,*,medium,difficulty_mismatch,73,399,18.296
codex,difficulty,*,medium,disagrees_with_reviewer,71,399,17.794
codex,condition_difficulty,gpt/baseline,easy,non_accept,1,200,0.5
codex,condition_difficulty,gpt/baseline,easy,reject,1,200,0.5
codex,condition_difficulty,gpt/baseline,easy,revise,0,200,0.0
codex,condition_difficulty,gpt/baseline,easy,ambiguity_flagged,1,200,0.5
codex,condition_difficulty,gpt/baseline,easy,chunks_not_supportive,1,200,0.5
codex,condition_difficulty,gpt/baseline,easy,answer_not_verifiable,1,200,0.5
codex,condition_difficulty,gpt/baseline,easy,distractors_not_clear,1,200,0.5
codex,condition_difficulty,gpt/baseline,easy,reviewer_source_call_inaccurate,0,200,0.0
codex,condition_difficulty,gpt/baseline,easy,low_source_alignment,1,200,0.5
codex,condition_difficulty,gpt/baseline,easy,low_distractor_quality,1,200,0.5
codex,condition_difficulty,gpt/baseline,easy,low_stem_clarity,1,200,0.5
codex,condition_difficulty,gpt/baseline,easy,difficulty_mismatch,1,200,0.5
codex,condition_difficulty,gpt/baseline,easy,disagrees_with_reviewer,0,200,0.0
codex,condition_difficulty,gpt/baseline,hard,non_accept,34,200,17.0
codex,condition_difficulty,gpt/baseline,hard,reject,34,200,17.0
codex,condition_difficulty,gpt/baseline,hard,revise,0,200,0.0
codex,condition_difficulty,gpt/baseline,hard,ambiguity_flagged,34,200,17.0
codex,condition_difficulty,gpt/baseline,hard,chunks_not_supportive,34,200,17.0
codex,condition_difficulty,gpt/baseline,hard,answer_not_verifiable,34,200,17.0
codex,condition_difficulty,gpt/baseline,hard,distractors_not_clear,34,200,17.0
codex,condition_difficulty,gpt/baseline,hard,reviewer_source_call_inaccurate,0,200,0.0
codex,condition_difficulty,gpt/baseline,hard,low_source_alignment,34,200,17.0
codex,condition_difficulty,gpt/baseline,hard,low_distractor_quality,34,200,17.0
codex,condition_difficulty,gpt/baseline,hard,low_stem_clarity,34,200,17.0
codex,condition_difficulty,gpt/baseline,hard,difficulty_mismatch,199,200,99.5
codex,condition_difficulty,gpt/baseline,hard,disagrees_with_reviewer,0,200,0.0
codex,condition_difficulty,gpt/baseline,medium,non_accept,1,200,0.5
codex,condition_difficulty,gpt/baseline,medium,reject,1,200,0.5
codex,condition_difficulty,gpt/baseline,medium,revise,0,200,0.0
codex,condition_difficulty,gpt/baseline,medium,ambiguity_flagged,1,200,0.5
codex,condition_difficulty,gpt/baseline,medium,chunks_not_supportive,1,200,0.5
codex,condition_difficulty,gpt/baseline,medium,answer_not_verifiable,1,200,0.5
codex,condition_difficulty,gpt/baseline,medium,distractors_not_clear,1,200,0.5
codex,condition_difficulty,gpt/baseline,medium,reviewer_source_call_inaccurate,0,200,0.0
codex,condition_difficulty,gpt/baseline,medium,low_source_alignment,1,200,0.5
codex,condition_difficulty,gpt/baseline,medium,low_distractor_quality,1,200,0.5
codex,condition_difficulty,gpt/baseline,medium,low_stem_clarity,0,200,0.0
codex,condition_difficulty,gpt/baseline,medium,difficulty_mismatch,0,200,0.0
codex,condition_difficulty,gpt/baseline,medium,disagrees_with_reviewer,0,200,0.0
codex,condition_difficulty,haiku/haiku,,non_accept,1,1,100.0
codex,condition_difficulty,haiku/haiku,,reject,1,1,100.0
codex,condition_difficulty,haiku/haiku,,revise,0,1,0.0
codex,condition_difficulty,haiku/haiku,,ambiguity_flagged,1,1,100.0
codex,condition_difficulty,haiku/haiku,,chunks_not_supportive,1,1,100.0
codex,condition_difficulty,haiku/haiku,,answer_not_verifiable,1,1,100.0
codex,condition_difficulty,haiku/haiku,,distractors_not_clear,1,1,100.0
codex,condition_difficulty,haiku/haiku,,reviewer_source_call_inaccurate,0,1,0.0
codex,condition_difficulty,haiku/haiku,,low_source_alignment,1,1,100.0
codex,condition_difficulty,haiku/haiku,,low_distractor_quality,1,1,100.0
codex,condition_difficulty,haiku/haiku,,low_stem_clarity,1,1,100.0
codex,condition_difficulty,haiku/haiku,,difficulty_mismatch,1,1,100.0
codex,condition_difficulty,haiku/haiku,,disagrees_with_reviewer,1,1,100.0
codex,condition_difficulty,haiku/haiku,easy,non_accept,13,50,26.0
codex,condition_difficulty,haiku/haiku,easy,reject,9,50,18.0
codex,condition_difficulty,haiku/haiku,easy,revise,4,50,8.0
codex,condition_difficulty,haiku/haiku,easy,ambiguity_flagged,13,50,26.0
codex,condition_difficulty,haiku/haiku,easy,chunks_not_supportive,9,50,18.0
codex,condition_difficulty,haiku/haiku,easy,answer_not_verifiable,13,50,26.0
codex,condition_difficulty,haiku/haiku,easy,distractors_not_clear,24,50,48.0
codex,condition_difficulty,haiku/haiku,easy,reviewer_source_call_inaccurate,27,50,54.0
codex,condition_difficulty,haiku/haiku,easy,low_source_alignment,13,50,26.0
codex,condition_difficulty,haiku/haiku,easy,low_distractor_quality,25,50,50.0
codex,condition_difficulty,haiku/haiku,easy,low_stem_clarity,11,50,22.0
codex,condition_difficulty,haiku/haiku,easy,difficulty_mismatch,46,50,92.0
codex,condition_difficulty,haiku/haiku,easy,disagrees_with_reviewer,29,50,58.0
codex,condition_difficulty,haiku/haiku,hard,non_accept,20,49,40.816
codex,condition_difficulty,haiku/haiku,hard,reject,1,49,2.041
codex,condition_difficulty,haiku/haiku,hard,revise,19,49,38.776
codex,condition_difficulty,haiku/haiku,hard,ambiguity_flagged,20,49,40.816
codex,condition_difficulty,haiku/haiku,hard,chunks_not_supportive,7,49,14.286
codex,condition_difficulty,haiku/haiku,hard,answer_not_verifiable,19,49,38.776
codex,condition_difficulty,haiku/haiku,hard,distractors_not_clear,38,49,77.551
codex,condition_difficulty,haiku/haiku,hard,reviewer_source_call_inaccurate,30,49,61.224
codex,condition_difficulty,haiku/haiku,hard,low_source_alignment,16,49,32.653
codex,condition_difficulty,haiku/haiku,hard,low_distractor_quality,27,49,55.102
codex,condition_difficulty,haiku/haiku,hard,low_stem_clarity,5,49,10.204
codex,condition_difficulty,haiku/haiku,hard,difficulty_mismatch,37,49,75.51
codex,condition_difficulty,haiku/haiku,hard,disagrees_with_reviewer,30,49,61.224
codex,condition_difficulty,haiku/haiku,medium,non_accept,14,50,28.0
codex,condition_difficulty,haiku/haiku,medium,reject,0,50,0.0
codex,condition_difficulty,haiku/haiku,medium,revise,14,50,28.0
codex,condition_difficulty,haiku/haiku,medium,ambiguity_flagged,14,50,28.0
codex,condition_difficulty,haiku/haiku,medium,chunks_not_supportive,2,50,4.0
codex,condition_difficulty,haiku/haiku,medium,answer_not_verifiable,11,50,22.0
codex,condition_difficulty,haiku/haiku,medium,distractors_not_clear,17,50,34.0
codex,condition_difficulty,haiku/haiku,medium,reviewer_source_call_inaccurate,17,50,34.0
codex,condition_difficulty,haiku/haiku,medium,low_source_alignment,10,50,20.0
codex,condition_difficulty,haiku/haiku,medium,low_distractor_quality,16,50,32.0
codex,condition_difficulty,haiku/haiku,medium,low_stem_clarity,4,50,8.0
codex,condition_difficulty,haiku/haiku,medium,difficulty_mismatch,15,50,30.0
codex,condition_difficulty,haiku/haiku,medium,disagrees_with_reviewer,13,50,26.0
codex,condition_difficulty,haiku/local,easy,non_accept,14,50,28.0
codex,condition_difficulty,haiku/local,easy,reject,0,50,0.0
codex,condition_difficulty,haiku/local,easy,revise,14,50,28.0
codex,condition_difficulty,haiku/local,easy,ambiguity_flagged,10,50,20.0
codex,condition_difficulty,haiku/local,easy,chunks_not_supportive,2,50,4.0
codex,condition_difficulty,haiku/local,easy,answer_not_verifiable,9,50,18.0
codex,condition_difficulty,haiku/local,easy,distractors_not_clear,14,50,28.0
codex,condition_difficulty,haiku/local,easy,reviewer_source_call_inaccurate,8,50,16.0
codex,condition_difficulty,haiku/local,easy,low_source_alignment,9,50,18.0
codex,condition_difficulty,haiku/local,easy,low_distractor_quality,18,50,36.0
codex,condition_difficulty,haiku/local,easy,low_stem_clarity,8,50,16.0
codex,condition_difficulty,haiku/local,easy,difficulty_mismatch,50,50,100.0
codex,condition_difficulty,haiku/local,easy,disagrees_with_reviewer,14,50,28.0
codex,condition_difficulty,haiku/local,hard,non_accept,24,50,48.0
codex,condition_difficulty,haiku/local,hard,reject,5,50,10.0
codex,condition_difficulty,haiku/local,hard,revise,19,50,38.0
codex,condition_difficulty,haiku/local,hard,ambiguity_flagged,22,50,44.0
codex,condition_difficulty,haiku/local,hard,chunks_not_supportive,8,50,16.0
codex,condition_difficulty,haiku/local,hard,answer_not_verifiable,24,50,48.0
codex,condition_difficulty,haiku/local,hard,distractors_not_clear,33,50,66.0
codex,condition_difficulty,haiku/local,hard,reviewer_source_call_inaccurate,21,50,42.0
codex,condition_difficulty,haiku/local,hard,low_source_alignment,18,50,36.0
codex,condition_difficulty,haiku/local,hard,low_distractor_quality,32,50,64.0
codex,condition_difficulty,haiku/local,hard,low_stem_clarity,9,50,18.0
codex,condition_difficulty,haiku/local,hard,difficulty_mismatch,41,50,82.0
codex,condition_difficulty,haiku/local,hard,disagrees_with_reviewer,25,50,50.0
codex,condition_difficulty,haiku/local,medium,non_accept,17,50,34.0
codex,condition_difficulty,haiku/local,medium,reject,0,50,0.0
codex,condition_difficulty,haiku/local,medium,revise,17,50,34.0
codex,condition_difficulty,haiku/local,medium,ambiguity_flagged,6,50,12.0
codex,condition_difficulty,haiku/local,medium,chunks_not_supportive,4,50,8.0
codex,condition_difficulty,haiku/local,medium,answer_not_verifiable,8,50,16.0
codex,condition_difficulty,haiku/local,medium,distractors_not_clear,25,50,50.0
codex,condition_difficulty,haiku/local,medium,reviewer_source_call_inaccurate,4,50,8.0
codex,condition_difficulty,haiku/local,medium,low_source_alignment,6,50,12.0
codex,condition_difficulty,haiku/local,medium,low_distractor_quality,26,50,52.0
codex,condition_difficulty,haiku/local,medium,low_stem_clarity,3,50,6.0
codex,condition_difficulty,haiku/local,medium,difficulty_mismatch,50,50,100.0
codex,condition_difficulty,haiku/local,medium,disagrees_with_reviewer,14,50,28.0
codex,condition_difficulty,local/haiku,,non_accept,1,1,100.0
codex,condition_difficulty,local/haiku,,reject,0,1,0.0
codex,condition_difficulty,local/haiku,,revise,1,1,100.0
codex,condition_difficulty,local/haiku,,ambiguity_flagged,1,1,100.0
codex,condition_difficulty,local/haiku,,chunks_not_supportive,0,1,0.0
codex,condition_difficulty,local/haiku,,answer_not_verifiable,1,1,100.0
codex,condition_difficulty,local/haiku,,distractors_not_clear,1,1,100.0
codex,condition_difficulty,local/haiku,,reviewer_source_call_inaccurate,0,1,0.0
codex,condition_difficulty,local/haiku,,low_source_alignment,1,1,100.0
codex,condition_difficulty,local/haiku,,low_distractor_quality,1,1,100.0
codex,condition_difficulty,local/haiku,,low_stem_clarity,1,1,100.0
codex,condition_difficulty,local/haiku,,difficulty_mismatch,1,1,100.0
codex,condition_difficulty,local/haiku,,disagrees_with_reviewer,0,1,0.0
codex,condition_difficulty,local/haiku,easy,non_accept,14,50,28.0
codex,condition_difficulty,local/haiku,easy,reject,6,50,12.0
codex,condition_difficulty,local/haiku,easy,revise,8,50,16.0
codex,condition_difficulty,local/haiku,easy,ambiguity_flagged,12,50,24.0
codex,condition_difficulty,local/haiku,easy,chunks_not_supportive,5,50,10.0
codex,condition_difficulty,local/haiku,easy,answer_not_verifiable,14,50,28.0
codex,condition_difficulty,local/haiku,easy,distractors_not_clear,13,50,26.0
codex,condition_difficulty,local/haiku,easy,reviewer_source_call_inaccurate,24,50,48.0
codex,condition_difficulty,local/haiku,easy,low_source_alignment,8,50,16.0
codex,condition_difficulty,local/haiku,easy,low_distractor_quality,18,50,36.0
codex,condition_difficulty,local/haiku,easy,low_stem_clarity,7,50,14.0
codex,condition_difficulty,local/haiku,easy,difficulty_mismatch,6,50,12.0
codex,condition_difficulty,local/haiku,easy,disagrees_with_reviewer,24,50,48.0
codex,condition_difficulty,local/haiku,hard,non_accept,19,49,38.776
codex,condition_difficulty,local/haiku,hard,reject,0,49,0.0
codex,condition_difficulty,local/haiku,hard,revise,19,49,38.776
codex,condition_difficulty,local/haiku,hard,ambiguity_flagged,15,49,30.612
codex,condition_difficulty,local/haiku,hard,chunks_not_supportive,4,49,8.163
codex,condition_difficulty,local/haiku,hard,answer_not_verifiable,9,49,18.367
codex,condition_difficulty,local/haiku,hard,distractors_not_clear,24,49,48.98
codex,condition_difficulty,local/haiku,hard,reviewer_source_call_inaccurate,18,49,36.735
codex,condition_difficulty,local/haiku,hard,low_source_alignment,9,49,18.367
codex,condition_difficulty,local/haiku,hard,low_distractor_quality,21,49,42.857
codex,condition_difficulty,local/haiku,hard,low_stem_clarity,15,49,30.612
codex,condition_difficulty,local/haiku,hard,difficulty_mismatch,39,49,79.592
codex,condition_difficulty,local/haiku,hard,disagrees_with_reviewer,24,49,48.98
codex,condition_difficulty,local/haiku,medium,non_accept,17,50,34.0
codex,condition_difficulty,local/haiku,medium,reject,2,50,4.0
codex,condition_difficulty,local/haiku,medium,revise,15,50,30.0
codex,condition_difficulty,local/haiku,medium,ambiguity_flagged,11,50,22.0
codex,condition_difficulty,local/haiku,medium,chunks_not_supportive,2,50,4.0
codex,condition_difficulty,local/haiku,medium,answer_not_verifiable,11,50,22.0
codex,condition_difficulty,local/haiku,medium,distractors_not_clear,20,50,40.0
codex,condition_difficulty,local/haiku,medium,reviewer_source_call_inaccurate,29,50,58.0
codex,condition_difficulty,local/haiku,medium,low_source_alignment,10,50,20.0
codex,condition_difficulty,local/haiku,medium,low_distractor_quality,20,50,40.0
codex,condition_difficulty,local/haiku,medium,low_stem_clarity,7,50,14.0
codex,condition_difficulty,local/haiku,medium,difficulty_mismatch,3,50,6.0
codex,condition_difficulty,local/haiku,medium,disagrees_with_reviewer,28,50,56.0
codex,condition_difficulty,local/local,,non_accept,1,1,100.0
codex,condition_difficulty,local/local,,reject,1,1,100.0
codex,condition_difficulty,local/local,,revise,0,1,0.0
codex,condition_difficulty,local/local,,ambiguity_flagged,1,1,100.0
codex,condition_difficulty,local/local,,chunks_not_supportive,0,1,0.0
codex,condition_difficulty,local/local,,answer_not_verifiable,1,1,100.0
codex,condition_difficulty,local/local,,distractors_not_clear,1,1,100.0
codex,condition_difficulty,local/local,,reviewer_source_call_inaccurate,1,1,100.0
codex,condition_difficulty,local/local,,low_source_alignment,1,1,100.0
codex,condition_difficulty,local/local,,low_distractor_quality,1,1,100.0
codex,condition_difficulty,local/local,,low_stem_clarity,1,1,100.0
codex,condition_difficulty,local/local,,difficulty_mismatch,1,1,100.0
codex,condition_difficulty,local/local,,disagrees_with_reviewer,1,1,100.0
codex,condition_difficulty,local/local,easy,non_accept,18,50,36.0
codex,condition_difficulty,local/local,easy,reject,9,50,18.0
codex,condition_difficulty,local/local,easy,revise,9,50,18.0
codex,condition_difficulty,local/local,easy,ambiguity_flagged,18,50,36.0
codex,condition_difficulty,local/local,easy,chunks_not_supportive,10,50,20.0
codex,condition_difficulty,local/local,easy,answer_not_verifiable,12,50,24.0
codex,condition_difficulty,local/local,easy,distractors_not_clear,18,50,36.0
codex,condition_difficulty,local/local,easy,reviewer_source_call_inaccurate,24,50,48.0
codex,condition_difficulty,local/local,easy,low_source_alignment,10,50,20.0
codex,condition_difficulty,local/local,easy,low_distractor_quality,27,50,54.0
codex,condition_difficulty,local/local,easy,low_stem_clarity,13,50,26.0
codex,condition_difficulty,local/local,easy,difficulty_mismatch,12,50,24.0
codex,condition_difficulty,local/local,easy,disagrees_with_reviewer,23,50,46.0
codex,condition_difficulty,local/local,hard,non_accept,24,50,48.0
codex,condition_difficulty,local/local,hard,reject,4,50,8.0
codex,condition_difficulty,local/local,hard,revise,20,50,40.0
codex,condition_difficulty,local/local,hard,ambiguity_flagged,24,50,48.0
codex,condition_difficulty,local/local,hard,chunks_not_supportive,9,50,18.0
codex,condition_difficulty,local/local,hard,answer_not_verifiable,21,50,42.0
codex,condition_difficulty,local/local,hard,distractors_not_clear,23,50,46.0
codex,condition_difficulty,local/local,hard,reviewer_source_call_inaccurate,24,50,48.0
codex,condition_difficulty,local/local,hard,low_source_alignment,14,50,28.0
codex,condition_difficulty,local/local,hard,low_distractor_quality,29,50,58.0
codex,condition_difficulty,local/local,hard,low_stem_clarity,7,50,14.0
codex,condition_difficulty,local/local,hard,difficulty_mismatch,20,50,40.0
codex,condition_difficulty,local/local,hard,disagrees_with_reviewer,24,50,48.0
codex,condition_difficulty,local/local,medium,non_accept,15,49,30.612
codex,condition_difficulty,local/local,medium,reject,1,49,2.041
codex,condition_difficulty,local/local,medium,revise,14,49,28.571
codex,condition_difficulty,local/local,medium,ambiguity_flagged,15,49,30.612
codex,condition_difficulty,local/local,medium,chunks_not_supportive,9,49,18.367
codex,condition_difficulty,local/local,medium,answer_not_verifiable,15,49,30.612
codex,condition_difficulty,local/local,medium,distractors_not_clear,15,49,30.612
codex,condition_difficulty,local/local,medium,reviewer_source_call_inaccurate,17,49,34.694
codex,condition_difficulty,local/local,medium,low_source_alignment,11,49,22.449
codex,condition_difficulty,local/local,medium,low_distractor_quality,19,49,38.776
codex,condition_difficulty,local/local,medium,low_stem_clarity,3,49,6.122
codex,condition_difficulty,local/local,medium,difficulty_mismatch,5,49,10.204
codex,condition_difficulty,local/local,medium,disagrees_with_reviewer,16,49,32.653
