lane,lane_label,run_id,item_id,batch_label,condition,difficulty,correct_key,seed_doc_path,lane_decision,lane_source_alignment,lane_distractor_quality,lane_stem_clarity,lane_difficulty_match_raw,lane_difficulty_match_pass,reviewer_decision,agrees_with_reviewer,flag_ambiguity,chunks_support_question,correct_answer_verifiable,distractors_clearly_wrong,reviewer_source_call_accurate,lane_notes
codex,Codex,20260330_084853Z_local_haiku,item_41,haiku-reviewer,local/haiku,hard,B,C:\Users\kadek\source\repos\domainRag\example1\BeerGame.pptx,ACCEPT,5,4,5,4,True,ACCEPT,True,False,True,True,True,True,B is strongly supported by the Beer Game discussion and the explicit explanation of lead-time amplification.
claude,Claude,20260330_084853Z_local_haiku,item_42,haiku-reviewer,local/haiku,hard,B,C:\Users\kadek\source\repos\domainRag\example1\Newsboy Model with Pricing.pdf,REVISE,5,4,4,4,True,REVISE,False,False,True,True,True,True,"Key B ((a+bc+E[min(z*,e)])/(2b)) directly from chunk formula. No correct_key marker. Option a is p0 (deterministic), c is multiplicative model formula, d uses E[e] instead of E[min(z*,e)]. Fix key format."
codex,Codex,20260330_084853Z_local_haiku,item_42,haiku-reviewer,local/haiku,hard,B,C:\Users\kadek\source\repos\domainRag\example1\Newsboy Model with Pricing.pdf,ACCEPT,5,4,5,4,True,REVISE,False,False,True,True,True,False,B is the exact additive-demand optimal price formula from the source.
claude,Claude,20260330_084853Z_local_haiku,item_43,haiku-reviewer,local/haiku,hard,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,REVISE,2,3,3,4,True,REVISE,False,False,False,False,False,False,"Chunk covers logistics KPIs, not globalization/dispersion decision factors. Source alignment 2. Key B (high transportation costs) could favor dispersion (reduce transit distances), but chunk doesn't support this reasoning. Reassign to globalization/network design chunk."
codex,Codex,20260330_084853Z_local_haiku,item_43,haiku-reviewer,local/haiku,hard,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,4,3,4,3,False,REVISE,False,False,True,True,False,False,B best fits the source discussion of dispersion choice as a tradeoff shaped by transportation costs and the benefits of centralization versus decentralization.
claude,Claude,20260330_084853Z_local_haiku,item_44,haiku-reviewer,local/haiku,hard,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,REVISE,4,3,4,4,True,REVISE,False,False,True,True,True,True,Key B (decentralizing customer-facing while centralizing inventory/distribution) is correct per storefront chunk. No correct_key marker. Option c says 'four out of five steps' but chunk says 'three distribution steps.' Fix key format.
codex,Codex,20260330_084853Z_local_haiku,item_44,haiku-reviewer,local/haiku,hard,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,5,3,False,REVISE,False,False,True,True,True,False,B accurately summarizes the storefront concept as applied by Union Carbide.
claude,Claude,20260330_084853Z_local_haiku,item_45,haiku-reviewer,local/haiku,hard,D,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,REVISE,3,2,4,3,False,REVISE,False,True,True,False,False,False,No correct_key marker. Both C (achieve global optimization by aligning incentives) and D (increase total SC profit through risk sharing) are defensible correct answers from Blockbuster chunk. Distractor quality 2. Need to choose single best answer and eliminate weaker distractors.
codex,Codex,20260330_084853Z_local_haiku,item_45,haiku-reviewer,local/haiku,hard,D,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,3,False,REVISE,False,False,True,True,True,False,D captures the main benefit highlighted in the source: higher total supply-chain profitability via risk sharing.
claude,Claude,20260330_084853Z_local_haiku,item_46,haiku-reviewer,local/haiku,hard,B,C:\Users\kadek\source\repos\domainRag\example1\Newsboy Model with Pricing.pdf,REVISE,4,3,4,4,True,REVISE,False,False,True,True,True,False,Key B: marginal profit (Cu=p-c) < marginal cost of unsold unit (Co=c-v) → critical ratio F(y*)=Cu/(Cu+Co)<0.5 → y*<median. Chunk provides newsboy critical ratio framework. No correct_key marker. Reviewer source alignment 2 seems too low given chunk explicitly covers newsboy.
codex,Codex,20260330_084853Z_local_haiku,item_46,haiku-reviewer,local/haiku,hard,B,C:\Users\kadek\source\repos\domainRag\example1\Newsboy Model with Pricing.pdf,ACCEPT,5,4,5,3,False,REVISE,False,False,True,True,True,True,B matches the SnowTime explanation exactly: the marginal profit from one more unit is lower than the marginal cost of an unsold unit.
claude,Claude,20260330_084853Z_local_haiku,item_47,haiku-reviewer,local/haiku,hard,A,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Supply Chain Management.pdf,REVISE,3,3,4,3,False,REVISE,False,False,True,True,False,True,"Key A (difficulty forecasting demand leading to excessive inventory) most directly related to bullwhip. Options b (labor costs), c (commodity prices) are SCM challenges but unrelated to bullwhip specifically. Option d (facility networks) is the global optimization challenge. No key marker. Fix key format."
codex,Codex,20260330_084853Z_local_haiku,item_47,haiku-reviewer,local/haiku,hard,A,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Supply Chain Management.pdf,ACCEPT,4,3,4,3,False,REVISE,False,False,True,True,False,False,A is the best-supported option because the source ties the bullwhip effect to inaccurate information and excess inventory buildup upstream.
claude,Claude,20260330_084853Z_local_haiku,item_48,haiku-reviewer,local/haiku,hard,A,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Supply Chain Management.pdf,REVISE,5,3,5,3,False,REVISE,False,False,True,True,False,True,"Key A (fluctuations in production/inventory, increased costs/inefficiencies) is most directly supported by chunk. Options b,c,d are downstream consequences but less fundamental. No key marker. Distractors b,c,d are also valid consequences making this slightly ambiguous - improve by making distractors more clearly wrong. Fix key format."
codex,Codex,20260330_084853Z_local_haiku,item_48,haiku-reviewer,local/haiku,hard,A,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Supply Chain Management.pdf,ACCEPT,5,3,5,3,False,REVISE,False,False,True,True,False,True,A best captures the broad operational harm described in the source: amplified production and inventory swings that create inefficiency and cost.
claude,Claude,20260330_084853Z_local_haiku,item_49,haiku-reviewer,local/haiku,hard,D,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,REVISE,2,3,4,4,True,REVISE,False,True,False,False,False,False,"Chunk covers stock price indices, not the Monte Carlo simulation results on market share. Source alignment 2. Market share vs export levels are distinct outcomes. The correct answer (Monte Carlo results on corn/soybean market share) requires a chunk directly covering the simulation findings."
codex,Codex,20260330_084853Z_local_haiku,item_49,haiku-reviewer,local/haiku,hard,D,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,REVISE,4,2,4,3,False,REVISE,True,False,True,True,False,True,"The keyed answer is wrong. The source says the rate shock increased U.S. global export market share for both corn and soybeans; option C is the closest match, while D incorrectly refers to containerized commodities."
claude,Claude,20260330_084853Z_local_haiku,item_5,haiku-reviewer,local/haiku,hard,A,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,ACCEPT,5,4,4,5,True,ACCEPT,True,False,True,True,True,True,"Key B restates ZICO verbatim from chunk: I_{t-1}(C_t-y_t)y_t=0. Options a,c,d are either partial truths or false statements. Strong conceptual question."
codex,Codex,20260330_084853Z_local_haiku,item_5,haiku-reviewer,local/haiku,hard,A,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,ACCEPT,5,4,4,5,True,ACCEPT,True,False,True,True,False,True,A matches the theorem that an optimal solution can be decomposed into capacity-constrained production sequences with at most one partially filled period per sequence.
claude,Claude,20260330_084853Z_local_haiku,item_50,haiku-reviewer,local/haiku,hard,C,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Supply Chain Management.pdf,REVISE,4,3,4,4,True,REVISE,False,True,True,False,False,True,"No correct_key marker. Options b (transportation/warehousing vs delivery speed), c (purchasing stable volumes vs manufacturing long runs), and d (integration challenge) are all legitimate SCM conflicts. Chunk defines SCM but doesn't rank these conflicts. Need single clearly best answer."
codex,Codex,20260330_084853Z_local_haiku,item_50,haiku-reviewer,local/haiku,hard,C,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Supply Chain Management.pdf,ACCEPT,5,4,5,3,False,REVISE,False,False,True,True,False,True,C directly reflects the source discussion of conflicting objectives between purchasing and manufacturing.
claude,Claude,20260330_084853Z_local_haiku,item_6,haiku-reviewer,local/haiku,hard,A|B|C|D,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,REVISE,4,3,3,4,True,REVISE,False,True,True,False,False,True,"No correct_key marker. Asian Paradigm: Level 2 (lower SS) triggers AIR, Level 1 (higher SS) triggers OCEAN. Options a,b invert the mode-level pairings. Stem clarity 3 - options are truncated in review view making exact wording hard to assess. Verify correct key and clarify which level triggers which mode."
codex,Codex,20260330_084853Z_local_haiku,item_6,haiku-reviewer,local/haiku,hard,A|B|C|D,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,REVISE,4,2,3,2,False,REVISE,True,True,True,False,False,True,The item is broken as written: the key is A|B|C|D even though none of the options accurately states the Level 1 ocean / Level 2 air trigger rules. It needs a corrected option set and single key.
claude,Claude,20260330_084853Z_local_haiku,item_7,haiku-reviewer,local/haiku,hard,A,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,REVISE,4,4,4,4,True,REVISE,False,False,True,True,True,True,"Key A (R = LT*AVG + z*STD*sqrt(LT)) is the standard reorder point formula. Options b,c,d have wrong signs or missing LT multiplier. No correct_key marker - key format issue. Content is sound."
codex,Codex,20260330_084853Z_local_haiku,item_7,haiku-reviewer,local/haiku,hard,A,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,4,3,False,REVISE,False,False,True,True,True,True,A is the reorder-point formula stated in the source: average demand during lead time plus safety stock.
claude,Claude,20260330_084853Z_local_haiku,item_8,haiku-reviewer,local/haiku,hard,B,C:\Users\kadek\source\repos\domainRag\example1\Analysis of Inventory Models with Limited Demand Information.pdf,REVISE,4,3,3,4,True,REVISE,False,True,True,False,False,True,"Ambiguous: 'forecasting smoothing parameter' could mean p (window length, larger=more smoothing=DECREASES variability, key A) or alpha in exponential smoothing (larger=less smoothing=INCREASES variability, key B). Var(q)/Var(D)=1+2L/p shows larger p decreases bullwhip. But p is a 'window' parameter not typically called 'smoothing.' Clarify terminology or REJECT as ambiguous."
codex,Codex,20260330_084853Z_local_haiku,item_8,haiku-reviewer,local/haiku,hard,B,C:\Users\kadek\source\repos\domainRag\example1\Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,5,4,5,3,False,REVISE,False,False,True,True,True,False,"The source explicitly says the increase in variability is an increasing function of the forecasting smoothing parameter, so B is correct."
claude,Claude,20260330_084853Z_local_haiku,item_9,haiku-reviewer,local/haiku,hard,C,C:\Users\kadek\source\repos\domainRag\example1\BeerGame.pptx,REVISE,3,3,3,4,True,REVISE,False,True,True,False,False,True,"Ambiguous terminology: if 'smoothing parameter' means p (moving average window), bullwhip DECREASES with larger p, making no option correct. If 'smoothing parameter' means alpha (exponential smoothing), larger alpha increases bullwhip, making key C correct. No correct_key marker. Must resolve terminology ambiguity."
codex,Codex,20260330_084853Z_local_haiku,item_9,haiku-reviewer,local/haiku,hard,C,C:\Users\kadek\source\repos\domainRag\example1\BeerGame.pptx,ACCEPT,5,4,5,3,False,REVISE,False,False,True,True,True,False,C restates the source accurately: the bullwhip effect increases with both lead time and the forecasting smoothing parameter.
claude,Claude,20260330_103241Z_haiku_local,item_1,haiku-generator,haiku/local,easy,A,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,5,4,True,ACCEPT,True,False,True,True,True,True,"Chunk confirms benchmarking involves comparing with industry leaders and competitors using frameworks like SCOR and GSCF, supporting B. Distractors A (one-time, internal only), C (only customer satisfaction), and D (setting up new networks) each mischaracterize benchmarking in clearly wrong ways."
codex,Codex,20260330_103241Z_haiku_local,item_1,haiku-generator,haiku/local,easy,A,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,4,3,4,3,False,REVISE,False,False,True,True,False,False,A is the best answer: separating functions enables centralized inventory/distribution with lower logistics cost and more efficient inventory handling.
claude,Claude,20260330_103241Z_haiku_local,item_10,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,ACCEPT,5,4,5,4,True,ACCEPT,True,False,True,True,True,True,"Chunk directly mentions the bullwhip effect with its definition of increasing order variability upstream, confirming B. Distractors A (JIT) and D (information flow) are supply chain concepts but not the term for upstream variability amplification."
codex,Codex,20260330_103241Z_haiku_local,item_10,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,B accurately reflects the research summary that financial performance held up despite disruptions.
claude,Claude,20260330_103241Z_haiku_local,item_11,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,REVISE,3,2,3,3,False,REVISE,True,False,True,False,False,True,"Similar to item_7, the correct answer A claims longer lead time decreases the bullwhip effect ('more historical data available'), but the chunk explicitly says variability is an increasing function of lead time. This is a wrong-key item; B ('increases bullwhip due to higher variability') is the chunk-supported answer."
codex,Codex,20260330_103241Z_haiku_local,item_11,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,B is the best concise summary of the finding.
claude,Claude,20260330_103241Z_haiku_local,item_12,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\BeerGame.pptx,ACCEPT,4,3,4,4,True,ACCEPT,True,False,True,False,False,True,Chunk mentions both Xerox ($700M savings) and GM (reduced costs) as examples of effective inventory management. Answer D ('optimizing inventory through better forecasting') is a reasonable inference but the chunk attributes Xerox's savings to 'better inventory management' without specifying forecasting as the mechanism. Moderate alignment; distractor quality is average since all options are plausible business practices.
codex,Codex,20260330_103241Z_haiku_local,item_12,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\BeerGame.pptx,REVISE,5,3,5,3,False,REVISE,True,False,True,True,True,True,"The keyed answer is wrong. The source explicitly says allocating supply based on past sales rather than current orders helps mitigate the bullwhip effect, so D is correct."
claude,Claude,20260330_103241Z_haiku_local,item_13,haiku-generator,haiku/local,easy,C,C:\Users\kadek\source\repos\domainRag\example1\chapter-16.pptx,ACCEPT,5,4,5,4,True,ACCEPT,True,False,True,True,True,True,"Chunk confirms that during 2021, increased demand for shipping coincided with pandemic labor disruptions, while separately rates fell when fleet capacity increases. Answer C (lower fleet capacity) is contradicted; the chunk says rates fall when fleet capacity increases, so lower fleet capacity could raise rates but it is not listed as a cause. The question asks about pandemic drivers and C is a plausible distractor."
codex,Codex,20260330_103241Z_haiku_local,item_13,haiku-generator,haiku/local,easy,C,C:\Users\kadek\source\repos\domainRag\example1\chapter-16.pptx,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,C matches the passage exactly.
claude,Claude,20260330_103241Z_haiku_local,item_14,haiku-generator,haiku/local,easy,C,C:\Users\kadek\source\repos\domainRag\example1\supplychainmanagement-ppt.pptx,ACCEPT,5,4,5,4,True,ACCEPT,True,False,True,True,True,True,"Chunk confirms small changes in end-customer demand lead to large upstream fluctuations, directly confirming B. Distractor C ('external market conditions') is appealing but the chunk explicitly says 'most demand distortion is caused by the supply chain itself rather than by the end customer.'"
codex,Codex,20260330_103241Z_haiku_local,item_14,haiku-generator,haiku/local,easy,C,C:\Users\kadek\source\repos\domainRag\example1\supplychainmanagement-ppt.pptx,ACCEPT,5,4,5,3,False,REVISE,False,False,True,True,True,False,C correctly states the unifying management goal of SCM.
claude,Claude,20260330_103241Z_haiku_local,item_15,haiku-generator,haiku/local,easy,D,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,4,True,ACCEPT,True,False,True,True,True,True,"Chunk directly states the ZICO theorem structure: at most one of beginning inventory, unused capacity, or order quantity can be strictly positive, confirming B. Distractor A ('any production level') contradicts the ZICO constraint."
codex,Codex,20260330_103241Z_haiku_local,item_15,haiku-generator,haiku/local,easy,D,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,3,False,REVISE,False,False,True,True,True,False,D is directly stated in the supply-contract example.
claude,Claude,20260330_103241Z_haiku_local,item_16,haiku-generator,haiku/local,easy,A|B|C|D,C:\Users\kadek\source\repos\domainRag\example1\Newsboy Model with Pricing.pdf,REVISE,3,3,3,3,False,REVISE,True,False,False,False,True,True,"The question asks about 'just-in-time approach' as a strategy, but the supporting chunk is about supply chain flows (physical and information) and only mentions JIT as 'one important strategy' without defining its key characteristic. The chunk does not explain that JIT reduces inventory by receiving goods when needed; the answer is inferential rather than directly verifiable."
codex,Codex,20260330_103241Z_haiku_local,item_16,haiku-generator,haiku/local,easy,A|B|C|D,C:\Users\kadek\source\repos\domainRag\example1\Newsboy Model with Pricing.pdf,REVISE,3,2,1,3,False,REVISE,True,True,True,False,False,True,"The item has no stem and multiple options are independently true from the cited material, so the A|B|C|D key reflects a broken item rather than a valid single-answer question."
claude,Claude,20260330_103241Z_haiku_local,item_17,haiku-generator,haiku/local,easy,A,C:\Users\kadek\source\repos\domainRag\example1\chapter-16.pptx,REVISE,3,2,3,2,False,ACCEPT,False,True,False,False,False,False,"The SnowTime chunk says the optimal quantity is less than average demand of 13,100 units because marginal cost of unsold > marginal profit; it does not give a specific optimal value like 10,000 units. Answer A ('10,000 units') is not verifiable from the chunk. This item should be REVISE, not ACCEPT; reviewer's assessment is overly lenient."
codex,Codex,20260330_103241Z_haiku_local,item_17,haiku-generator,haiku/local,easy,A,C:\Users\kadek\source\repos\domainRag\example1\chapter-16.pptx,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,A matches the passage exactly: functional silos create sub-optimization and hurt overall supply-chain efficiency.
claude,Claude,20260330_103241Z_haiku_local,item_18,haiku-generator,haiku/local,easy,A,C:\Users\kadek\source\repos\domainRag\example1\Newsboy Model with Pricing.pdf,REVISE,4,3,4,3,False,REVISE,True,False,True,False,False,True,"The storefront chunk states Union Carbide centralized inventory while storefronts served as customer contact points, making B ('decentralizing customer-facing sales while centralizing inventory') consistent. However, B also mentions 'eliminating three distribution steps' in the REVISE version, and the chunk supports this too. Answer A ('centralizing all functions') is wrong per the chunk which emphasizes separation of functions."
codex,Codex,20260330_103241Z_haiku_local,item_18,haiku-generator,haiku/local,easy,A,C:\Users\kadek\source\repos\domainRag\example1\Newsboy Model with Pricing.pdf,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,A is directly stated in the additive-demand discussion.
claude,Claude,20260330_103241Z_haiku_local,item_19,haiku-generator,haiku/local,easy,B|C|A|D,C:\Users\kadek\source\repos\domainRag\example1\Newsboy Model with Pricing.pdf,ACCEPT,5,4,5,4,True,ACCEPT,True,False,True,True,True,True,"Chunk directly states the reorder point equals LT×AVG + z×STD×√LT, confirming B with the exact formula. Distractor A (solely average demand) omits safety stock; C (always higher than S) contradicts the design."
codex,Codex,20260330_103241Z_haiku_local,item_19,haiku-generator,haiku/local,easy,B|C|A|D,C:\Users\kadek\source\repos\domainRag\example1\Newsboy Model with Pricing.pdf,REVISE,2,1,1,2,False,REVISE,True,True,True,False,False,True,"This is not a coherent MCQ. Each option is itself a different question prompt, the key is an invalid sequence, and the item cannot be answered in its current form."
claude,Claude,20260330_103241Z_haiku_local,item_2,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Supply Chain Management.pdf,REVISE,4,2,3,4,True,REVISE,True,True,True,False,False,True,"The all-units discounts chunk describes three cases for when the discount threshold is optimal, but the labeling and case descriptions in the options are not clearly derived from the chunk text. Case naming (Case 1, 2, 3, 4) is not in the chunk, making the stem depend on outside convention; answer B's condition (q ≥ Q₀* and C₁ < C₂) requires careful mathematical reasoning that should be explained in the stem."
codex,Codex,20260330_103241Z_haiku_local,item_2,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Supply Chain Management.pdf,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,B matches the Procter & Gamble example exactly.
claude,Claude,20260330_103241Z_haiku_local,item_20,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\chapter-16.pptx,REVISE,4,3,4,4,True,REVISE,True,True,True,False,False,True,Answer D ('increased demand for agricultural commodities supported exports despite higher shipping costs') is a plausible reading but the chunk says the effects 'cannot be distinguished from zero'—D implies a positive mechanism that the chunk does not assert. This creates ambiguity about what the question is really asking about the causal mechanism.
codex,Codex,20260330_103241Z_haiku_local,item_20,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\chapter-16.pptx,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,B accurately describes benchmarking as external comparative performance measurement using standardized frameworks.
claude,Claude,20260330_103241Z_haiku_local,item_21,haiku-generator,haiku/local,easy,A,C:\Users\kadek\source\repos\domainRag\example1\BeerGame.pptx,REVISE,3,3,4,3,False,REVISE,True,False,True,True,False,True,"The chunk retrieved is about risk pooling (centralized inventory), not bullwhip mitigation strategies. The bullwhip mitigation chunk (chunk_index 2) does appear later and supports C (sharing POS data) as a strategy, but chunk 0 at distance 0 is about risk pooling which answers a different question. Source alignment is moderate because the primary chunk is off-topic."
codex,Codex,20260330_103241Z_haiku_local,item_21,haiku-generator,haiku/local,easy,A,C:\Users\kadek\source\repos\domainRag\example1\BeerGame.pptx,REVISE,3,3,3,3,False,ACCEPT,False,True,True,False,False,True,"The stem asks what directly decreases amplification at each stage; the source gives reducing lead times for that exact claim. A may help via batching, but the best source-faithful answer is missing, so the item should be revised."
claude,Claude,20260330_103241Z_haiku_local,item_22,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,REVISE,4,3,4,4,True,REVISE,True,True,True,False,False,True,"The Blockbuster revenue-sharing chunk confirms that such contracts increase total supply chain profit by replacing sequential with global optimization (C), but also states 'no party has an incentive to deviate' (D). Both C and D are supported by the chunk, creating ambiguity about which is the 'best' description."
codex,Codex,20260330_103241Z_haiku_local,item_22,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,ACCEPT,4,3,4,3,False,REVISE,False,False,True,True,False,False,B is the closest match to the theorem that there always exists an optimal solution composed entirely of capacity-constrained sequences.
claude,Claude,20260330_103241Z_haiku_local,item_23,haiku-generator,haiku/local,easy,D,C:\Users\kadek\source\repos\domainRag\example1\chapter-16.pptx,ACCEPT,5,4,5,4,True,ACCEPT,True,False,True,True,True,True,"Chunk confirms benchmarking compares with industry leaders and competitors to identify improvement areas, supporting B. Distractors A (internal only), C (SCOR exclusively), and D (unrealistic goals) all mischaracterize the concept."
codex,Codex,20260330_103241Z_haiku_local,item_23,haiku-generator,haiku/local,easy,D,C:\Users\kadek\source\repos\domainRag\example1\chapter-16.pptx,ACCEPT,5,4,5,3,False,REVISE,False,False,True,True,True,False,D restates the criticism of traditional accounting practices directly.
claude,Claude,20260330_103241Z_haiku_local,item_24,haiku-generator,haiku/local,easy,C,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,4,3,4,4,True,ACCEPT,True,False,True,False,False,True,"The chunk discusses conflicting functional objectives as a key integration challenge, which supports A. However, the stem asks about 'volatile business environment' integration challenges, and the chunk also prominently mentions legacy hierarchical structures as the primary barrier; A and the unlisted 'structural issues' could both be argued. Answer A is the best available choice but not the only defensible reading."
codex,Codex,20260330_103241Z_haiku_local,item_24,haiku-generator,haiku/local,easy,C,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,"C is the defining structural feature highlighted in the (s, S) discussion."
claude,Claude,20260330_103241Z_haiku_local,item_25,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,REVISE,2,2,4,3,False,REVISE,True,False,True,False,True,False,"The correct_key is D ('the longer the forecast horizon, the better the forecast becomes'), but the chunk explicitly states principle 2: 'the longer the forecast horizon, the worse the forecast becomes.' Answer D directly contradicts the chunk. This is a clear wrong-key error requiring revision."
codex,Codex,20260330_103241Z_haiku_local,item_25,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,B matches the textbook definition of the policy exactly.
claude,Claude,20260330_103241Z_haiku_local,item_26,haiku-generator,haiku/local,easy,B|A|D|C,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,REVISE,3,3,4,3,False,REVISE,True,False,False,False,True,True,"The primary chunk (agricultural sector stock prices) does not discuss ocean freight rate causes; the relevant chunk about BSVAR analysis is retrieved at distance 0.6. Answer C (port congestion) is supported by that secondary chunk, but the alignment between primary chunk and question is weak. Reviewer correctly flags this."
codex,Codex,20260330_103241Z_haiku_local,item_26,haiku-generator,haiku/local,easy,B|A|D|C,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,REVISE,2,1,1,2,False,REVISE,True,True,True,False,False,True,"The item is not a valid multiple-choice question. Each option is itself a separate question prompt, the key is an invalid ordering string, and the cited chunks do not support a single-answer format."
claude,Claude,20260330_103241Z_haiku_local,item_27,haiku-generator,haiku/local,easy,D,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,ACCEPT,4,4,5,4,True,REVISE,False,False,True,True,True,True,"The ocean freight chunk confirms the Monte Carlo model found US gains in global market share for corn and soybeans following rate increases, confirming C. Distractor D ('no discernible impact') contradicts the market share finding; A ('statistically significant negative') contradicts the chunk's finding of non-significance. Item is well-constructed and should be ACCEPT."
codex,Codex,20260330_103241Z_haiku_local,item_27,haiku-generator,haiku/local,easy,D,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,D is correct: the EOQ is obtained by differentiating the average-cost expression with respect to Q and setting the derivative to zero.
claude,Claude,20260330_103241Z_haiku_local,item_28,haiku-generator,haiku/local,easy,C,C:\Users\kadek\source\repos\domainRag\example1\Newsboy Model with Pricing.pdf,ACCEPT,5,4,5,4,True,ACCEPT,True,False,True,True,True,True,"Chunk confirms SCM integrates all supply chain activities into a cohesive process and covers strategic, tactical, operational, and execution dimensions, directly supporting B. Distractor A (internal only) directly contradicts the integration definition; D is partially right but incorrectly attributes 'decentralized decision-making.'"
codex,Codex,20260330_103241Z_haiku_local,item_28,haiku-generator,haiku/local,easy,C,C:\Users\kadek\source\repos\domainRag\example1\Newsboy Model with Pricing.pdf,REVISE,3,2,1,2,False,REVISE,True,True,True,False,False,True,"The item has no stem and includes more than one true statement from the cited material. C is true, and D is also supported by the SnowTime example, so the item is not single-answer as written."
